assay_chembl_id,canonical_smiles,document_chembl_id,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value
CHEMBL3888800,CCN(c1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1)C(C)(C)C,CHEMBL3886836,CHEMBL3901766,10.0,IC50,nM,0.1,IC50,nM,0.1
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1SC(C)(C)C,CHEMBL3886836,CHEMBL3900670,8.37,IC50,nM,4.3,IC50,nM,4.3
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N(C)C(C)(C)C,CHEMBL3886836,CHEMBL3925198,8.68,IC50,nM,2.1,IC50,nM,2.1
CHEMBL3888800,CC1(C)CCN1c1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,CHEMBL3886836,CHEMBL3985959,9.1,IC50,nM,0.8,IC50,nM,0.8
CHEMBL3888800,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1C(F)(F)F,CHEMBL3886836,CHEMBL3916196,8.55,IC50,nM,2.8,IC50,nM,2.8
CHEMBL3888800,Cc1nc2cccc(-c3cc4n(c3)CCNC4=O)c2nc1NC1CC1,CHEMBL3886836,CHEMBL3927624,8.16,IC50,nM,6.9,IC50,nM,6.9
CHEMBL3888800,Cc1nc2cccc(-c3cc4n(c3)C(CCO)CNC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3949953,7.84,IC50,nM,14.5,IC50,nM,14.5
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NS(C)(=O)=O,CHEMBL3886836,CHEMBL3902617,8.02,IC50,nM,9.6,IC50,nM,9.6
CHEMBL3888800,CC(=O)N1CCC[C@@H](Nc2nc3c(-c4cc5c([nH]4)CCNC5=O)cccc3nc2C)C1,CHEMBL3886836,CHEMBL3978539,7.17,IC50,nM,68.4,IC50,nM,68.4
CHEMBL3888800,CC(=O)N1CCC[C@H](Nc2nc3c(-c4cc5c([nH]4)CCNC5=O)cccc3nc2C)C1,CHEMBL3886836,CHEMBL3939749,6.86,IC50,nM,137.0,IC50,nM,137.0
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1CN(C)C1,CHEMBL3886836,CHEMBL3917176,5.98,IC50,nM,1050.0,IC50,nM,1050.0
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C(F)(F)F,CHEMBL3886836,CHEMBL3966076,8.65,IC50,nM,2.24,IC50,nM,2.24
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@@H](C)C(F)(F)F,CHEMBL3886836,CHEMBL3949234,7.57,IC50,nM,27.2,IC50,nM,27.2
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@H](C)C(F)(F)F,CHEMBL3886836,CHEMBL3978345,8.37,IC50,nM,4.32,IC50,nM,4.32
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(C(F)(F)F)CC1,CHEMBL3886836,CHEMBL3961328,9.47,IC50,nM,0.338,IC50,nM,0.338
CHEMBL3888800,Cc1nc2cccc(-c3cc4c(=O)[nH]cnc4[nH]3)c2nc1NC1CCC1,CHEMBL3886836,CHEMBL3986567,8.91,IC50,nM,1.23,IC50,nM,1.23
CHEMBL3888800,Cc1nc2cccc(-c3cc4c(=O)[nH]cnc4[nH]3)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3934918,8.89,IC50,nM,1.29,IC50,nM,1.29
CHEMBL3888800,Cc1nc2cccc(-c3cc4c(=O)[nH]cnc4[nH]3)c2nc1N,CHEMBL3886836,CHEMBL3962427,7.68,IC50,nM,21.0,IC50,nM,21.0
CHEMBL3888800,Cc1nc2cccc(-c3cc4c(=O)[nH]cnc4[nH]3)c2nc1NC(C)(C)CO,CHEMBL3886836,CHEMBL3940464,8.24,IC50,nM,5.8,IC50,nM,5.8
CHEMBL3888800,Cc1nc2cccc(-c3cc4c(=O)[nH]cnc4[nH]3)c2nc1F,CHEMBL3886836,CHEMBL3973409,5.77,IC50,nM,1690.0,IC50,nM,1690.0
CHEMBL3888800,CSc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2c(=O)n1C,CHEMBL3886836,CHEMBL3983220,7.92,IC50,nM,11.9,IC50,nM,11.9
CHEMBL3888800,Cn1c(Nc2ccccc2)nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2c1=O,CHEMBL3886836,CHEMBL3913376,8.7,IC50,nM,2.0,IC50,nM,2.0
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1OCCC(C)(C)N,CHEMBL3886836,CHEMBL3913792,7.18,IC50,nM,65.3,IC50,nM,65.3
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@@H](C)C1CC1,CHEMBL3886836,CHEMBL3980483,8.85,IC50,nM,1.4,IC50,nM,1.4
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@H](C)C1CC1,CHEMBL3886836,CHEMBL3904800,8.7,IC50,nM,2.0,IC50,nM,2.0
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1CC(C)(C)C,CHEMBL3886836,CHEMBL3975613,8.11,IC50,nM,7.8,IC50,nM,7.8
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)C(Cc3ccc(Cl)cc3)CNC4=O)c2nc1N,CHEMBL3886836,CHEMBL3941086,7.72,IC50,nM,19.1,IC50,nM,19.1
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)CS(C)(=O)=O,CHEMBL3886836,CHEMBL3903730,7.4,IC50,nM,39.5,IC50,nM,39.5
CHEMBL3888800,COc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3919294,8.3,IC50,nM,5.0,IC50,nM,5.0
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(CO)CC1,CHEMBL3886836,CHEMBL3891210,9.4,IC50,nM,0.4,IC50,nM,0.4
CHEMBL3888800,CC#CCC1CNC(=O)c2cc(-c3cccc4nc(C)c(NC(C)(C)C)nc34)[nH]c21,CHEMBL3886836,CHEMBL3931746,7.98,IC50,nM,10.5,IC50,nM,10.5
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)CCO,CHEMBL3886836,CHEMBL3918196,9.0,IC50,nM,1.0,IC50,nM,1.0
CHEMBL3888800,CC#CCC1CNC(=O)c2cc(-c3cccc4nc(C)c(F)nc34)[nH]c21,CHEMBL3886836,CHEMBL3897388,6.15,IC50,nM,706.0,IC50,nM,706.0
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NCC1(C)COC1,CHEMBL3886836,CHEMBL3894496,8.55,IC50,nM,2.8,IC50,nM,2.8
CHEMBL3888800,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1C=O,CHEMBL3886836,CHEMBL3891942,7.93,IC50,nM,11.8,IC50,nM,11.8
CHEMBL3888800,Cc1nc2nccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3919994,9.1,IC50,nM,0.8,IC50,nM,0.8
CHEMBL3888800,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1N,CHEMBL3886836,CHEMBL3943301,8.31,IC50,nM,4.9,IC50,nM,4.9
CHEMBL3888800,Cc1nc2nccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3919994,9.56,IC50,nM,0.278,IC50,nM,0.278
CHEMBL3888800,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2[nH]c1=O,CHEMBL3886836,CHEMBL3918907,10.42,IC50,nM,0.0378,IC50,nM,0.0378
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NCC1(C)CC1,CHEMBL3886836,CHEMBL3906357,9.04,IC50,nM,0.902,IC50,nM,0.902
CHEMBL3888800,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1N,CHEMBL3886836,CHEMBL3943301,9.52,IC50,nM,0.305,IC50,nM,0.305
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](C)NC4=O)c2nc1NC(C)C,CHEMBL3886836,CHEMBL3934338,8.79,IC50,nM,1.64,IC50,nM,1.64
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)C[C@H](C)NC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3930939,8.4,IC50,nM,3.96,IC50,nM,3.96
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)C[C@@H](C)NC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3959102,8.47,IC50,nM,3.37,IC50,nM,3.37
CHEMBL3888800,Cc1nc2cccc(-c3cc4c(n3C(=O)OC(C)(C)C)CCNC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3985049,7.45,IC50,nM,35.8,IC50,nM,35.8
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCN(C(=O)OC(C)(C)C)C4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3913905,7.19,IC50,nM,65.2,IC50,nM,65.2
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=S)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3934590,8.6,IC50,nM,2.54,IC50,nM,2.54
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)[C@H](C)NC4=O)c2nc1NCC(F)(F)F,CHEMBL3886836,CHEMBL3965960,8.22,IC50,nM,6.02,IC50,nM,6.02
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](C)NC4=O)c2nc1NCC(F)(F)F,CHEMBL3886836,CHEMBL3903517,8.65,IC50,nM,2.23,IC50,nM,2.23
CHEMBL3888800,Cc1nc2ccc(F)c(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3974455,9.28,IC50,nM,0.52,IC50,nM,0.52
CHEMBL3888800,Cc1nc2ccc(F)c(-c3cc4c([nH]3)CNC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3944136,9.3,IC50,nM,0.501,IC50,nM,0.501
CHEMBL3888800,Cc1nc2ccc(F)c(-c3cc4c([nH]3)[C@@H](C)NC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3979182,9.96,IC50,nM,0.109,IC50,nM,0.109
CHEMBL3888800,Cc1nc2ccc(F)c(-c3cc4c([nH]3)[C@H](C)NC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3940707,9.7,IC50,nM,0.201,IC50,nM,0.201
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCN(CO)C4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3894660,8.05,IC50,nM,9.0,IC50,nM,9.0
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCN/C4=N/O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3934276,7.92,IC50,nM,12.0,IC50,nM,12.0
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CNC4=O)c2nc1NCC(F)(F)F,CHEMBL3886836,CHEMBL3961776,8.72,IC50,nM,1.91,IC50,nM,1.91
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](C)NC4=O)c2nc1NC(C)(C)CO,CHEMBL3886836,CHEMBL3939819,8.84,IC50,nM,1.45,IC50,nM,1.45
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCCC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3901863,8.83,IC50,nM,1.47,IC50,nM,1.47
CHEMBL3888800,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1N,CHEMBL3886836,CHEMBL3943301,9.37,IC50,nM,0.429,IC50,nM,0.429
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCCNC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3907325,8.09,IC50,nM,8.14,IC50,nM,8.14
CHEMBL3888800,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1CO,CHEMBL3886836,CHEMBL3891786,8.65,IC50,nM,2.26,IC50,nM,2.26
CHEMBL3888800,C#Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3929651,8.84,IC50,nM,1.45,IC50,nM,1.45
CHEMBL3888800,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1/C=N/O,CHEMBL3886836,CHEMBL3898395,8.9,IC50,nM,1.27,IC50,nM,1.27
CHEMBL3888800,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1C#N,CHEMBL3886836,CHEMBL3926451,8.43,IC50,nM,3.76,IC50,nM,3.76
CHEMBL3888800,C[C@H](O)c1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3923557,8.52,IC50,nM,3.0,IC50,nM,3.0
CHEMBL3888800,C[C@@H](O)c1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3899014,8.71,IC50,nM,1.95,IC50,nM,1.95
CHEMBL3888800,CCc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3914535,9.71,IC50,nM,0.195,IC50,nM,0.195
CHEMBL3888800,Cc1nc2cccc(-c3cc4c(n3C)CCNC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3984361,8.07,IC50,nM,8.58,IC50,nM,8.58
CHEMBL3888800,CC(=O)N1CCc2[nH]c(-c3cccc4nc(C)c(NC(C)(C)C)nc34)cc2C1=O,CHEMBL3886836,CHEMBL3909184,7.34,IC50,nM,45.4,IC50,nM,45.4
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)C(C)N(C(=O)OC(C)(C)C)C4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3946889,7.12,IC50,nM,75.0,IC50,nM,75.0
CHEMBL3888800,COCCOCC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1C,CHEMBL3886836,CHEMBL3971171,7.83,IC50,nM,14.7,IC50,nM,14.7
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N1CC(S(C)(=O)=O)C1,CHEMBL3886836,CHEMBL3941570,7.57,IC50,nM,26.7,IC50,nM,26.7
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N1CC(S(C)(=O)=O)C1,CHEMBL3886836,CHEMBL3941570,6.57,IC50,nM,272.0,IC50,nM,272.0
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)c1ccccn1,CHEMBL3886836,CHEMBL3932604,6.81,IC50,nM,156.0,IC50,nM,156.0
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)c1cnccn1,CHEMBL3886836,CHEMBL3908673,6.79,IC50,nM,163.0,IC50,nM,163.0
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)c1ccncn1,CHEMBL3886836,CHEMBL3933088,7.2,IC50,nM,62.7,IC50,nM,62.7
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3896124,9.65,IC50,nM,0.223,IC50,nM,0.223
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NC1CC1,CHEMBL3886836,CHEMBL3924143,9.62,IC50,nM,0.242,IC50,nM,0.242
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](C)NC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3974543,9.25,IC50,nM,0.559,IC50,nM,0.559
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)[C@H](C)NC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3918714,8.7,IC50,nM,2.02,IC50,nM,2.02
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)[C@H](C)NC4=O)c2nc1NC1(C)CC1,CHEMBL3886836,CHEMBL3979954,9.7,IC50,nM,0.201,IC50,nM,0.201
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NC1(C)CC1,CHEMBL3886836,CHEMBL3909785,9.41,IC50,nM,0.39,IC50,nM,0.39
CHEMBL3888800,Cc1nc2ccc(F)c(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NC(C)C,CHEMBL3886836,CHEMBL3974046,8.93,IC50,nM,1.17,IC50,nM,1.17
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NCC(F)F,CHEMBL3886836,CHEMBL3899535,8.95,IC50,nM,1.12,IC50,nM,1.12
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](C)NC4=S)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3931370,8.56,IC50,nM,2.76,IC50,nM,2.76
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](C)NC4=O)c2nc1NC1(C)CC1,CHEMBL3886836,CHEMBL3903402,9.74,IC50,nM,0.183,IC50,nM,0.183
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CNC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3940411,9.05,IC50,nM,0.882,IC50,nM,0.882
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NCC1(C)CC1,CHEMBL3886836,CHEMBL3906357,9.0,IC50,nM,0.996,IC50,nM,0.996
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NCC(F)(F)F,CHEMBL3886836,CHEMBL3916993,8.88,IC50,nM,1.32,IC50,nM,1.32
CHEMBL3888800,CCOc1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,CHEMBL3886836,CHEMBL3986733,7.26,IC50,nM,54.6,IC50,nM,54.6
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)CCS(C)(=O)=O,CHEMBL3886836,CHEMBL3925989,7.01,IC50,nM,98.6,IC50,nM,98.6
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)CNC(=O)OC(C)(C)C,CHEMBL3886836,CHEMBL3894442,7.21,IC50,nM,61.8,IC50,nM,61.8
CHEMBL3888800,CC(C)(C)Nc1ccc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,CHEMBL3886836,CHEMBL3897826,8.96,IC50,nM,1.11,IC50,nM,1.11
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)CN,CHEMBL3886836,CHEMBL3969013,7.97,IC50,nM,10.7,IC50,nM,10.7
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)CNCCS(C)(=O)=O,CHEMBL3886836,CHEMBL3979464,7.69,IC50,nM,20.4,IC50,nM,20.4
CHEMBL3888800,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1F,CHEMBL3886836,CHEMBL3909227,8.56,IC50,nM,2.78,IC50,nM,2.78
CHEMBL3888800,CNc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3893675,8.25,IC50,nM,5.61,IC50,nM,5.61
CHEMBL3888800,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1Cl,CHEMBL3886836,CHEMBL3918158,8.65,IC50,nM,2.25,IC50,nM,2.25
CHEMBL3888800,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1N1CC(O)C1,CHEMBL3886836,CHEMBL3966109,7.97,IC50,nM,10.8,IC50,nM,10.8
CHEMBL3888800,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1N1CCC1,CHEMBL3886836,CHEMBL3894757,7.98,IC50,nM,10.5,IC50,nM,10.5
CHEMBL3888800,Cc1nc2cccc(-c3[nH]c4c(c3Cl)C(=O)NCC4)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3971342,9.34,IC50,nM,0.454,IC50,nM,0.454
CHEMBL3888800,Cc1nc2cccc(-c3[nH]c4c(c3Br)C(=O)NCC4)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3964367,9.06,IC50,nM,0.874,IC50,nM,0.874
CHEMBL3888800,Cc1nc2cccc(-c3[nH]c4c(c3C)C(=O)NCC4)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3986680,8.47,IC50,nM,3.38,IC50,nM,3.38
CHEMBL3888800,COC1=NCCc2[nH]c(-c3cccc4nc(C)c(NC(C)(C)C)nc34)cc21,CHEMBL3886836,CHEMBL3916951,8.05,IC50,nM,8.9,IC50,nM,8.9
CHEMBL3888800,Cc1nc2ccc(F)c(-c3cc4c([nH]3)[C@H]([C@@H](C)O)NC4=O)c2nc1NC1CC1,CHEMBL3886836,CHEMBL3918771,8.61,IC50,nM,2.45,IC50,nM,2.45
CHEMBL3888800,Cc1nc2ccc(F)c(-c3cc4c([nH]3)[C@@H]([C@H](C)O)NC4=O)c2nc1NC1CC1,CHEMBL3886836,CHEMBL3939783,8.64,IC50,nM,2.3,IC50,nM,2.3
CHEMBL3888800,Cc1nc2ccc(F)c(-c3cc4c([nH]3)[C@H]([C@@H](C)O)NC4=O)c2nc1NC1CC1,CHEMBL3886836,CHEMBL3918771,7.79,IC50,nM,16.4,IC50,nM,16.4
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)C(COCc3ccccc3)NC4=O)c2nc1NC1(C)CC1,CHEMBL3886836,CHEMBL3934242,8.73,IC50,nM,1.86,IC50,nM,1.86
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CNC4=O)c2nc1NC1(C)CC1,CHEMBL3886836,CHEMBL3957073,9.24,IC50,nM,0.57,IC50,nM,0.57
CHEMBL3888800,Cc1nc2cccc(-c3[nH]c4c(c3Cl)C(=O)NC4)c2nc1NC1(C)CC1,CHEMBL3886836,CHEMBL3933056,10.11,IC50,nM,0.0783,IC50,nM,0.0783
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)C(CO)NC4=O)c2nc1NC1(C)CC1,CHEMBL3886836,CHEMBL3948398,8.86,IC50,nM,1.37,IC50,nM,1.37
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](CO)NC4=O)c2nc1NC1(C)CC1,CHEMBL3886836,CHEMBL3920600,9.28,IC50,nM,0.53,IC50,nM,0.53
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)[C@H](CO)NC4=O)c2nc1NC1(C)CC1,CHEMBL3886836,CHEMBL3935312,8.74,IC50,nM,1.82,IC50,nM,1.82
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)CNC4=O)c2nc1NC1CC1,CHEMBL3886836,CHEMBL3903837,9.53,IC50,nM,0.297,IC50,nM,0.297
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)C(COCc3ccccc3)NC4=O)c2nc1NC1CC1,CHEMBL3886836,CHEMBL3933159,8.66,IC50,nM,2.18,IC50,nM,2.18
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)C(CO)NC4=O)c2nc1NC1CC1,CHEMBL3886836,CHEMBL3905144,9.67,IC50,nM,0.212,IC50,nM,0.212
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](CO)NC4=O)c2nc1NC1CC1,CHEMBL3886836,CHEMBL3942145,9.75,IC50,nM,0.177,IC50,nM,0.177
CHEMBL3888800,Cc1nc2cccc(-c3cc4c([nH]3)[C@H](CO)NC4=O)c2nc1NC1CC1,CHEMBL3886836,CHEMBL3917695,8.43,IC50,nM,3.68,IC50,nM,3.68
CHEMBL3888800,Cc1nc2ccnc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3918795,7.47,IC50,nM,33.7,IC50,nM,33.7
CHEMBL3888800,Cc1nc2ccc(F)c(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(C)CC1,CHEMBL3886836,CHEMBL3890727,9.79,IC50,nM,0.162,IC50,nM,0.162
CHEMBL3888800,Cc1nc2ccc(F)c(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)CO,CHEMBL3886836,CHEMBL3927716,9.56,IC50,nM,0.272,IC50,nM,0.272
CHEMBL3888800,Cc1nc2ccc(F)c(-c3cc4c(=O)[nH]ccc4[nH]3)c2nc1NC(C)(C)C,CHEMBL3886836,CHEMBL3896195,10.18,IC50,nM,0.0667,IC50,nM,0.0667
CHEMBL3888800,Cc1nnc(-c2nc3cccc(-c4cc5c([nH]4)CCNC5=O)c3nc2NC(C)(C)C)o1,CHEMBL3886836,CHEMBL3950282,7.13,IC50,nM,74.8,IC50,nM,74.8
CHEMBL3888800,Cc1nc2ccc(F)c(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)C,CHEMBL3886836,CHEMBL3970766,8.79,IC50,nM,1.63,IC50,nM,1.63
CHEMBL3888800,CC(C)(C)Nc1ncc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,CHEMBL3886836,CHEMBL3972296,8.44,IC50,nM,3.62,IC50,nM,3.62
CHEMBL3888800,CCC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)c(F)ccc2nc1C,CHEMBL3886836,CHEMBL3897606,9.56,IC50,nM,0.275,IC50,nM,0.275
CHEMBL3888800,Cc1nc2ccc(F)c(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(C)CCC1,CHEMBL3886836,CHEMBL3957722,9.87,IC50,nM,0.136,IC50,nM,0.136
CHEMBL3888800,CN(c1ncc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1)C(C)(C)C,CHEMBL3886836,CHEMBL3982591,8.48,IC50,nM,3.32,IC50,nM,3.32
CHEMBL3888800,Cc1nc2ccc(F)c(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NC1(C)CC1,CHEMBL3886836,CHEMBL3949102,10.45,IC50,nM,0.0354,IC50,nM,0.0354
